MWnum,haloId,Mgal,Mhalo,zmerge,Rapomed,RapoIQR,eccmed,eccIQR,agemed,ageIQR,FeHmed,FeHIQR,Lzmed,LzIQR,Emed,EIQR,Enormmed,EnormIQR,Ngc
12,2803,4195474.12433,1240339060.35,1.736966,32.3044,0.0,0.225117,0.0,12.1234316734,0.0,-1.71092,0.0,-1763.70224886,0.0,-95121.7065382,0.0,-0.776217422493,0.0,1
12,1508,75320146.3479,24741565264.7,2.01241,44.97435,40.5075925,0.6980465,0.08231675,11.9117672811,0.393477239637,-2.06164,0.3721725,1019.53017452,1167.06777327,-98297.6881278,35708.7868369,-0.802134243512,0.291392821761,4
12,1024,7725826.30504,3846621414.86,2.237037,17.4341,0.0,0.367373,0.0,13.0533765729,0.0,-2.31776,0.0,1718.78354635,0.0,-121344.248763,0.0,-0.990200065129,0.0,1
12,659,3858686.0756,3045896073.44,2.478413,38.3404,0.0,0.627664,0.0,12.9919327951,0.0,-1.85939,0.0,-379.390937564,0.0,-97820.8601476,0.0,-0.798243205396,0.0,1
12,439,7281122.18059,4053143109.65,3.016505,4.03575,0.0,0.251203,0.0,12.6468857574,0.0,-2.01182,0.0,319.254101181,0.0,-157301.653418,0.0,-1.28362167179,0.0,1
13,9712,311665636.029,48331970202.5,0.61519,64.5775,15.892,0.793694,0.1824645,9.87705640525,1.21806194255,-1.14009,0.3581815,-110.98115885,1310.75353773,-79553.2848741,5329.60392746,-0.62357075698,0.0417755867744,7
13,8871,5405583.2228,3122297011.59,0.73563,189.829,35.037,0.76418,0.020576,10.7393220049,0.390355432827,-2.114485,0.287985,-515.525815992,948.514754266,-35213.0512368,109.406436708,-0.276014108658,0.000857571810697,2
13,6650,121056392.043,27684282725.3,1.004122,59.76795,1.96445,0.6338395,0.1092985,11.1774351767,0.467146818065,-1.1797945,0.1940955,4019.43422898,1232.71595039,-80013.0650011,4298.134329,-0.627174699196,0.0336905117291,2
13,4848,316154564.115,42189928358.5,1.486707,32.11315,40.2112,0.8831605,0.1649835,11.4908817363,1.80152637718,-1.621585,0.87006,30.3845150853,1130.75363027,-98216.0946357,23339.0868428,-0.769857392771,0.182941183042,18
13,3032,127994807.065,39427185790.3,2.01241,26.65435,41.7701,0.6649575,0.15779325,11.7928792435,0.348172129295,-1.49469,0.1405975,-105.870940278,2023.26962443,-100589.748306,24372.6952237,-0.788463048321,0.191043022728,6
13,3329,5853546.44375,3355820437.21,2.01241,61.1279,0.0,0.804954,0.0,12.0924080028,0.0,-2.21513,0.0,-568.977781492,0.0,-85843.7424243,0.0,-0.672877902279,0.0,1
13,3354,9606340.8712,5371042527.12,2.01241,30.5653,8.5683,0.716869,0.2892515,12.6386510275,0.406629631242,-2.08277,0.14802,-945.48482922,1174.200706,-101812.36657,4637.7987817,-0.798046423758,0.0363529388082,3
13,1553,4090887.14547,972397184.59,3.016505,74.0472,0.0,0.677991,0.0,12.7350069951,0.0,-1.9145,0.0,1590.93724378,0.0,-73718.3898233,0.0,-0.577834494429,0.0,1
13,1110,36826208.2778,9994562597.11,3.527977,32.96695,14.65785,0.62862,0.2757905,12.3978170119,0.186540486681,-1.59382,0.07698,442.819570462,1637.3346595,-101478.996495,10683.7185289,-0.795433334548,0.0837432981048,6
13,486,66710614.0319,13556724208.9,4.485214,58.7044,0.0,0.649447,0.0,13.1288850822,0.0,-2.04456,0.0,2891.79533075,0.0,-82787.0823556,0.0,-0.648918566899,0.0,1
13,335,3831909.86446,871080062.515,5.037236,24.7824,0.0,0.26289,0.0,12.8025222908,0.0,-1.88605,0.0,696.432430993,0.0,-95307.5677258,0.0,-0.747059184881,0.0,1
14,14032,11959579185.5,394798510719.0,0.0,18.798,23.91213,0.57733,0.27153,9.27744864191,2.41176280187,-0.755472,0.516839,1318.64389009,2088.89810139,-108779.43258,40094.5567634,-0.880138120572,0.324406434175,81
14,11865,37255599.931,16354251544.7,0.18271,237.9695,95.8345,0.39934075,0.35260025,11.3434189772,1.08615098198,-2.19982,0.13273,11150.067238,12306.8688211,-41657.2577032,14557.1552214,-0.337050301086,0.117782442264,2
14,8076,4972653155.38,230543638412.0,0.270901,13.6029,11.4991625,0.458398,0.339587,10.4646637131,1.54038575955,-1.012215,0.87613725,502.877173192,857.476179026,-117326.773519,32717.1648404,-0.949294949317,0.264715703052,76
14,3710,15393067.0331,8661576880.81,1.004122,100.7475,40.7995,0.765973,0.016303,11.8251437954,0.0931058426635,-1.668315,0.068155,1608.04649632,4597.74036238,-62532.2632285,1893.54134433,-0.505950686887,0.0153207079729,2
14,3274,5978498.80329,3480820445.09,1.259331,36.3125,0.0,0.391618,0.0,11.341330947,0.0,-1.7348,0.0,1867.86276384,0.0,-85842.5384541,0.0,-0.694554923372,0.0,1
14,2659,77121101.8552,27583789487.7,1.486707,27.1235,20.7285,0.473991,0.2357485,11.4091140479,0.900498012554,-1.79602,0.340085,149.00360943,2185.53743788,-96522.1607143,17481.1776842,-0.780964113433,0.141440808317,7
14,1376,117016015.955,39799663368.6,2.237037,6.61696,12.62557,0.561092,0.4174215,11.6844198363,0.807199834977,-1.579945,0.813685,-146.747808401,557.066444076,-145370.414783,51042.5893591,-1.17619701279,0.412987341468,8
15,17859,595251587.23,92011734995.0,0.18271,36.7853,27.24775,0.739128,0.145116,6.38646632123,6.55241276515,-0.90255,1.171949,131.08478397,780.453406584,-71248.0394944,21816.5148136,-1.00248401052,0.306965741389,11
15,15570,1466512829.57,178440302826.0,0.365669,5.13433,11.990965,0.4610515,0.385557,8.39998337972,1.71877634013,-0.865432,0.79789625,11.9217130706,242.489999762,-94722.5473133,25045.2607897,-1.33277827419,0.352395289177,34
15,13146,22570421.1961,18667238941.1,1.486707,25.0904,0.0,0.58978,0.0,10.7873595135,0.0,-1.84134,0.0,-1097.51493454,0.0,-75154.1545484,0.0,-1.05744437031,0.0,1
16,14713,2493716471.84,156473160071.0,0.270901,51.323,37.1829,0.856813,0.129014,10.682653943,1.37514132948,-0.865398,0.597724,642.35890944,1742.81357419,-80767.5131806,26338.6531585,-0.654505029035,0.213437064872,89
16,13083,2056966449.58,104334383600.0,0.365669,43.3897,27.73885,0.6473575,0.24127875,11.2618869649,1.25798233805,-1.32635,0.6848005,2414.19588071,4638.95622911,-86809.7587861,20962.6818409,-0.703468776707,0.169872516147,56
16,9527,193473215.505,39206016234.3,0.865051,38.4645,1.4853,0.5320535,0.1588065,11.5959383115,0.715361275523,-1.85907,0.24969,11.3022562194,578.796835399,-83659.6927333,5032.85207028,-0.677942002486,0.0407840585982,2
16,5143,10966717255.8,321820233624.0,1.004122,9.376475,9.48452,0.554342,0.2578105,11.9824898982,1.74892301228,-0.8985765,0.6813455,69.5005332595,831.687035348,-139763.741336,38575.5224201,-1.13258497109,0.312599366099,42
16,7447,8864422.09144,5826969686.4,1.004122,25.0262,0.0,0.544243,0.0,13.2582174005,0.0,-2.43617,0.0,2006.35977506,0.0,-108359.970966,0.0,-0.878102384862,0.0,1
16,7518,8591612.22405,6306372386.12,1.004122,119.763,0.0,0.651102,0.0,11.0612574512,0.0,-2.49156,0.0,-6325.05446685,0.0,-54883.81724,0.0,-0.444754740881,0.0,1
16,1715,372958232.541,140519428521.0,2.01241,37.8696,49.6018,0.511861,0.53501,12.0353905074,0.190268820851,-1.74675,0.51566,782.666763823,2302.67923836,-87941.0176198,46538.3872541,-0.712636009505,0.377126982143,21
16,1364,6821855.40465,3093878604.04,2.237037,72.64845,18.78415,0.7461925,0.1810065,12.6730326368,0.22570072088,-1.991895,0.155875,3216.44886112,3017.90207278,-73356.2616252,9563.39247628,-0.594447448661,0.0774976005064,2
16,646,8062492.81941,2547754674.28,2.478413,17.6134,0.0,0.620734,0.0,12.432879037,0.0,-2.43002,0.0,1258.6953526,0.0,-119920.053932,0.0,-0.971780302372,0.0,1
16,187,19215641.5122,10113177335.4,3.983664,27.1469,0.0,0.454281,0.0,12.4780263941,0.0,-1.69339,0.0,2799.71220369,0.0,-100896.005022,0.0,-0.817617629862,0.0,1
17,14217,42130603.619,16351417751.5,0.100639,92.8321,0.0,0.56657,0.0,10.4735442973,0.0,-1.8914,0.0,76.7335904256,0.0,-58297.3241371,0.0,-0.591250756694,0.0,1
17,11843,3628684071.75,142250832193.0,0.18271,15.0389,10.4601,0.263713,0.25385,9.39916324747,1.71645406287,-0.884918,0.654117,1108.68703766,951.448957166,-96756.8984002,17295.2390787,-0.981307293967,0.175408105669,65
17,9844,62789006.6515,15766804982.1,0.365669,67.8403,0.0,0.284185,0.0,9.76688087438,0.0,-2.02903,0.0,6587.17691415,0.0,-60816.6949871,0.0,-0.616802185401,0.0,1
17,6008,710043464.154,76364482312.8,0.865051,20.2632,17.398,0.600632,0.354716,9.89138134,0.461680261444,-1.02997,0.309488,414.575631743,1834.02394318,-91533.377571,20045.1659639,-0.92833040886,0.203297830898,29
17,2724,900502489.945,283658400703.0,1.004122,18.82,19.7456,0.507238,0.174079,10.3978164477,0.532471562585,-1.00769,0.601077,308.619472211,614.51171735,-99308.9070475,18025.1736953,-1.00718973482,0.182811093728,13
17,3904,995807091.325,98230150292.3,1.004122,25.3936,31.45285,0.710716,0.23019975,9.35188263535,0.917127778169,-1.108505,0.4632695,172.842235124,1327.60568481,-90402.8572504,31304.1116763,-0.916864685435,0.317485922214,12
17,4822,16696305.3829,7842066225.72,1.004122,57.1072,5.6637,0.554015,0.242983,10.7226698494,0.682343582783,-1.4261,0.20743,318.510398573,234.077516743,-68201.3260388,3881.49166868,-0.691697024261,0.0393660415839,2
18,7852,3165212883.54,241479174268.0,0.0,43.3135,41.8184,0.623245,0.141302,9.66407531365,2.04361958123,-1.2325,0.7290505,846.186615194,2891.29543524,-50087.3938624,16098.0773571,-0.739700930449,0.237739716149,15
18,6084,15889908.1125,6075208475.94,0.18271,199.118,0.0,0.200768,0.0,11.286583396,0.0,-1.57445,0.0,25725.0830025,0.0,-8479.29371582,0.0,-0.125223952924,0.0,1
18,3937,8212122.66766,989867515.298,1.004122,110.105,0.0,0.777984,0.0,12.436640384,0.0,-1.49082,0.0,4746.79767065,0.0,-32336.3334108,0.0,-0.47754962011,0.0,1
18,3166,6036666.52535,4107299606.69,1.486707,27.767,0.0,0.462398,0.0,12.7281131441,0.0,-2.35238,0.0,791.784482916,0.0,-60058.2400932,0.0,-0.886952437575,0.0,1
18,1099,7718574.61136,5757078688.92,3.527977,35.0349,0.0,0.477284,0.0,12.8959098194,0.0,-2.18769,0.0,-2953.62799404,0.0,-58542.402435,0.0,-0.864566235385,0.0,1
18,788,14503878.6626,7201079265.44,3.983664,36.4271,0.0,0.825369,0.0,12.7250758545,0.0,-2.23956,0.0,1122.29127871,0.0,-63400.7822148,0.0,-0.936315786849,0.0,1
18,414,8570134.56773,910630805.031,5.037236,17.8909,13.852,0.586687,0.210034,12.7472358479,0.0187041953735,-2.09502,0.476105,654.103180764,1341.30470678,-69277.7758063,6390.45528547,-1.02310843651,0.0943755575232,3
18,176,13438758.3456,6988204403.3,5.971162,10.3542,0.0,0.68775,0.0,13.2681716443,0.0,-2.27671,0.0,-24.3085149132,0.0,-85659.5448666,0.0,-1.26503777006,0.0,1
19,5189,393213790.806,60139156925.3,0.0,21.85865,26.011325,0.7506385,0.41108075,7.06827447349,2.0218203485,-1.41952,0.4491525,56.4371520169,780.868112032,-65351.8900418,11706.0163439,-1.07986476244,0.193428446373,12
19,1864,5812560.58908,5799553484.73,0.61519,104.2,0.0,0.570088,0.0,12.9889762194,0.0,-2.22129,0.0,-6044.42171521,0.0,-41095.3161951,0.0,-0.679052799115,0.0,1
20,6450,1812927997.69,124261680739.0,0.0,23.3169,22.289575,0.266279,0.11216675,9.09625714185,0.838551480646,-1.281125,0.51742975,2211.55275281,2727.17585036,-56515.6244745,17502.3219956,-0.881113736716,0.272872085872,20
20,5429,6186612.87828,3033861907.09,0.18271,135.585,0.0,0.363451,0.0,13.175507879,0.0,-2.41685,0.0,12101.4206438,0.0,-32439.9488761,0.0,-0.505758979731,0.0,1
20,3716,15352703.881,8499693585.58,0.61519,70.252,0.0,0.726847,0.0,11.0476010073,0.0,-1.95125,0.0,2922.19365244,0.0,-35668.8328282,0.0,-0.556099288821,0.0,1
20,3199,29514779.8066,14196753378.8,0.73563,31.885,0.0216,0.7374315,0.0113275,13.3904584897,0.00214081149654,-1.98526,0.08163,-560.798025813,294.892363839,-55074.3674554,882.399261615,-0.858643643367,0.0137571533166,2
20,1447,41746970.7284,15572508088.2,1.736966,13.3673,5.73579,0.6045,0.2167705,10.9828264243,1.01719240686,-2.38864,0.46992,53.6355095943,350.742437027,-67331.9093053,5383.30723105,-1.04974634466,0.0839291080007,3
20,1098,19874117.2867,13652958841.1,2.01241,10.595385,3.429115,0.6390645,0.2286245,12.1313702111,0.00625195707748,-1.814735,0.022105,506.240849893,629.317346828,-73071.6525334,6322.79288577,-1.13923251155,0.0985762736919,2
20,1067,4818156.09539,268411371.179,2.237037,7.89792,0.0,0.799787,0.0,11.6324702755,0.0,-1.69876,0.0,186.754226926,0.0,-78304.753167,0.0,-1.22081980527,0.0,1
21,30375,3905595008.54,223441121852.0,0.0,11.5715,11.158045,0.772871,0.2369555,11.0080044919,2.40892246065,-1.00948,0.49436,21.0358292167,401.502263665,-100306.905949,16741.7745367,-1.14140786947,0.190507253955,39
21,29543,74423427.1412,21497647776.7,0.100639,62.61995,16.95905,0.5925165,0.1576615,10.2635716818,0.760717291866,-0.8015385,0.1271435,720.260872238,1142.90250024,-63668.1625129,682.856741129,-0.724489914622,0.00777033296634,2
21,27202,2246342684.05,143121438197.0,0.270901,24.8335,50.414025,0.7081475,0.35791275,10.5968379479,2.5439736902,-0.8335145,0.52720275,218.911270227,943.767521286,-86996.2002693,41392.8882688,-0.989943281194,0.471016107647,40
21,23821,706292558.019,88866481356.0,0.73563,21.51695,20.779575,0.393379,0.34320825,10.7690598126,0.61704376476,-1.469465,0.7565895,-37.5099895431,1106.09409298,-84113.4370791,17462.3475296,-0.957139870901,0.198706766011,8
21,22236,6192916.34624,4351795625.6,1.736966,35.9363,0.0,0.744126,0.0,12.6674167868,0.0,-2.17548,0.0,1033.26313667,0.0,-82058.2927178,0.0,-0.933754063865,0.0,1
21,21996,27624290.8334,13738583019.7,2.01241,51.9628,11.8307,0.6793685,0.1454995,12.0896813566,0.2655460628,-1.38305,0.2528725,-1248.31934518,1990.65882769,-71033.9472921,9089.05834694,-0.808306324194,0.103425807278,4
21,21091,74661129.4664,18799707779.4,2.478413,17.1674,6.4538,0.74453,0.401231,11.9991717722,0.0695932707628,-1.50627,0.49116,155.586251041,1695.36873742,-91687.9927774,13483.6621648,-1.0433319172,0.153432686998,5
21,20597,9942011.06144,6731159042.89,3.016505,21.87625,7.10245,0.33941885,0.31603215,12.4111009431,0.00577620260915,-1.857415,0.048375,-919.202715924,569.49673293,-84716.4347598,3627.45156669,-0.964001475208,0.0412773350466,2
21,20888,7284732.99668,489063663.206,3.016505,24.2752,0.0,0.43852,0.0,11.9814523775,0.0,-1.36857,0.0,-408.156060854,0.0,-83874.7323113,0.0,-0.954423612255,0.0,1
21,20182,54405000.8925,18487353759.0,3.527977,6.29164,8.56392,0.594051,0.337114,12.5526704246,0.0842979891544,-1.91101,0.3821,58.8998622956,147.274307072,-116068.480057,15144.7092505,-1.32076127044,0.172333999896,3
21,19910,42789204.7929,15245596356.7,3.983664,9.93374,14.144585,0.39184,0.2239755,12.5756268837,0.307807551799,-1.94334,0.36533,438.215912897,2027.02335275,-104957.404565,16965.3077547,-1.19432661586,0.193050873178,3
21,19712,17491581.6146,11404019392.8,4.485214,9.62136,0.0,0.845391,0.0,12.8336051695,0.0,-2.37207,0.0,197.328254957,0.0,-106714.2504,0.0,-1.21431803761,0.0,1
22,26565,13305823.7979,1855073855.38,0.0,143.136,0.0,0.181785,0.0,12.5354013487,0.0,-2.27093,0.0,10830.3590213,0.0,-33433.6881694,0.0,-0.360889384544,0.0,1
22,21881,3230146721.82,227991711764.0,0.61519,26.7603,19.281975,0.7668885,0.1926275,9.98681918162,1.96694022742,-0.7345725,0.59706125,239.90906812,1016.67643267,-81643.0700655,25848.3470276,-0.881270327073,0.279011815957,108
22,19074,2705870132.73,149606395405.0,0.73563,14.8598,10.2247,0.676107,0.298581,11.0587723006,0.458752360336,-1.08913,0.529147,55.3005767395,800.298372805,-94893.4351704,19932.0454027,-1.02429720713,0.21515016715,41
22,20737,71945733.9252,21073686983.3,0.73563,116.67405,75.69595,0.6795365,0.0438955,12.3056771466,0.920934403487,-1.6215,0.21317,5754.15876954,4278.50629858,-53539.7691534,15943.5905038,-0.577918123796,0.17209805078,2
22,17446,338714833.111,39599063879.5,0.865051,35.3254,39.057125,0.4812845,0.2579115,11.3001688588,1.13238420456,-1.40214,0.32545,-840.127027916,3718.67287962,-76643.4033708,30462.4162277,-0.827303004436,0.328816928257,8
22,16388,83840256.8551,9381649714.75,1.004122,81.3674,97.3782,0.707813,0.2452125,10.768761916,0.0383735033055,-1.63136,0.299165,-229.485985018,1354.84360319,-45649.7345979,29715.0669998,-0.492751638414,0.320749903119,11
22,14804,41957820.4003,21417889954.6,1.736966,42.6964,0.0,0.623555,0.0,11.0859897448,0.0,-1.63302,0.0,1641.19126539,0.0,-67859.3424437,0.0,-0.732486233826,0.0,1
22,15157,17323934.6186,5292274597.67,1.736966,29.46375,9.71315,0.7000475,0.1271555,11.4739210189,0.666023849074,-1.80973,0.33652,1111.55267242,462.704619973,-83286.0991983,10495.6965578,-0.89900548598,0.113292480683,2
22,13264,6128213.25319,4543481682.96,2.478413,49.9559,0.0,0.621257,0.0,11.6426676629,0.0,-1.40303,0.0,1475.30918083,0.0,-65535.2871675,0.0,-0.707399953364,0.0,1
22,13163,5056050.81413,3078504704.23,3.016505,85.8167,0.0,0.833063,0.0,13.0704439429,0.0,-2.02661,0.0,1026.39603314,0.0,-51644.0381671,0.0,-0.557455254566,0.0,1
23,24919,1975929594.61,95176464585.7,0.100639,46.4525,46.7771,0.827511,0.0932585,7.15807186813,4.96682941807,-0.937298,0.8098275,-219.002605645,1544.22729697,-79266.1006546,17454.6056164,-0.616813749683,0.13582402377,15
23,23148,1104458478.31,84654300178.0,0.18271,45.1907,27.559025,0.745461,0.10316375,10.0016128165,5.6398129039,-1.014201,0.6893455,-1403.23598418,2856.24420868,-82865.8399015,10259.9593784,-0.644825328964,0.0798384676873,10
23,24038,17680610.0701,8332797941.67,0.18271,113.214,0.0,0.916787,0.0,7.22201439371,0.0,-1.2637,0.0,2080.13615836,0.0,-62133.9439057,0.0,-0.483498880437,0.0,1
23,20945,146906880.638,25274867203.7,0.365669,75.46025,89.8538,0.745831,0.049364,11.2737548951,0.0998710227448,-1.675705,0.1186,-1947.34778177,7432.0739308,-71905.6935954,21552.0159812,-0.559538316176,0.167708259657,8
23,21191,7133908.84782,3525653876.82,0.365669,280.217,0.0,0.910216,0.0,12.5147186865,0.0,-2.41835,0.0,-247.001470842,0.0,-22586.3907851,0.0,-0.175757307057,0.0,1
23,20065,26573263.3495,12575787605.7,0.503107,65.7992,0.0,0.593005,0.0,11.9005787126,0.0,-2.46294,0.0,-3887.12210716,0.0,-69534.2949601,0.0,-0.541085140454,0.0,1
23,20385,9443008.1305,4642754595.28,0.503107,37.7681,0.0,0.466463,0.0,12.353546687,0.0,-2.02857,0.0,-3054.70216318,0.0,-90675.6744522,0.0,-0.705598008505,0.0,1
23,19250,115414655.092,24471600287.5,0.61519,38.1565,11.65475,0.715095,0.2820525,10.1105209017,0.0726476725209,-1.82969,0.244055,-20.2259475461,3634.22184396,-87498.7508623,12352.4332911,-0.68087659373,0.096121174538,7
23,17381,92673639.1552,21266006730.3,1.004122,34.0177,3.5391,0.555682,0.274647,12.0193593786,0.318927252624,-1.52319,0.29461,-1050.37824809,1565.64122633,-94887.8343533,8658.59318131,-0.73837517455,0.067377343947,5
23,17574,17957284.1291,8101158654.32,1.004122,146.526,35.341,0.859324,0.121923,12.7897734059,0.560081565694,-2.27473,0.481125,-484.29816409,2766.51085892,-54127.0506194,6798.83834985,-0.421192776939,0.0529055540947,3
23,17671,4885566.01215,2218011128.47,1.004122,45.0298,0.0,0.977214,0.0,11.4234783646,0.0,-2.41635,0.0,121.790229994,0.0,-81236.7820409,0.0,-0.632148720941,0.0,1
23,16494,41020660.7405,19006898344.4,1.486707,30.8127,5.1231,0.7971,0.1473,12.5641482261,0.0331294500843,-2.06188,0.160185,298.079003648,1221.14073981,-98699.0791105,3651.58018378,-0.768032596199,0.0284149825313,3
23,15935,142084850.474,34188006996.2,1.736966,14.4993,21.9428,0.716575,0.142153,12.0369661299,0.387381188313,-1.55032,0.583905,115.411151732,1106.75214263,-115657.699685,28461.8465081,-0.89999708366,0.221477505801,7
23,16177,66113218.0802,10686555196.5,1.736966,37.9785,21.901725,0.786552,0.01831475,12.151510637,0.0507654597802,-2.177315,0.27615,81.245150993,940.394306041,-90909.6137283,19897.0104241,-0.707418420522,0.154829738133,10
23,15187,23650977.666,5966587212.3,2.237037,39.4432,8.15,0.536999,0.176707,12.084852778,0.0225685755914,-2.21485,0.08893,2296.34986586,2068.85452628,-80077.9931266,9652.0829457,-0.623131537941,0.0751082420457,5
23,13911,211706785.47,85758948301.5,2.478413,10.8631,9.28314,0.619733,0.299272,12.060049345,0.356952888441,-1.7225,0.72889,35.414456766,292.872836768,-130965.455933,34448.3932481,-1.01911527482,0.268062165723,13
23,13286,6467154.13507,6987793670.39,3.016505,17.6535,0.0,0.61131,0.0,12.3543991067,0.0,-1.69345,0.0,1319.76872658,0.0,-111500.102499,0.0,-0.867644500543,0.0,1
23,13375,7373867.93299,3373718321.53,3.016505,6.82542,0.0,0.656417,0.0,12.3404969724,0.0,-1.8121,0.0,-48.7574104874,0.0,-147277.03126,0.0,-1.14604474225,0.0,1
24,7147,979742663.298,85315462303.5,0.503107,35.4287,16.5665,0.821424,0.155548,8.9250343997,2.27675696819,-0.964066,0.375199,-202.109155284,569.332963217,-46915.8959527,12461.5246469,-0.688567359712,0.182893216678,29
24,2659,2121494172.4,303944912354.0,0.865051,22.0671,29.78314,0.563352,0.2570425,10.5882895175,1.86201847878,-1.14558,0.628692,602.12722697,1540.83199391,-61660.3738635,30237.970498,-0.904966642284,0.443791578229,43
24,850,265103822.413,47902728808.7,2.01241,25.2729,29.0742225,0.600952,0.379743,11.9085060526,0.297065793805,-1.27571,0.14974275,2.68508610922,2038.63598142,-62357.7049718,20948.1190264,-0.915201114638,0.307447842912,4
